open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
2024-03-28 09:35:00,187.165,187.435,187.013,187.132,72366,2024-03-28 09:39:59.999,3865.21017276,993,35071,1873.38936495,0
2024-03-28 09:40:00,187.140,187.833,187.096,187.700,82468,2024-03-28 09:44:59.999,4399.82095028,1057,49949,2665.11621282,0
2024-03-28 09:45:00,187.696,187.784,187.490,187.647,37680,2024-03-28 09:49:59.999,2007.90879516,645,17088,910.59807533,0
2024-03-28 09:50:00,187.648,187.649,187.156,187.257,35400,2024-03-28 09:54:59.999,1889.58915752,542,16767,894.95722886,0
2024-03-28 09:55:00,187.257,187.617,187.224,187.617,51011,2024-03-28 09:59:59.999,2721.57034162,767,27512,1467.80446969,0
2024-03-28 10:00:00,187.621,187.756,187.000,187.194,238662,2024-03-28 10:04:59.999,12740.56096384,1691,89902,4798.04154519,0
2024-03-28 10:05:00,187.195,187.195,186.721,186.940,288046,2024-03-28 10:09:59.999,15407.19188194,1828,163551,8748.02043918,0
2024-03-28 10:10:00,186.934,187.088,186.668,186.696,75117,2024-03-28 10:14:59.999,4018.34616183,940,30419,1627.27026261,0
2024-03-28 10:15:00,186.700,186.755,186.127,186.492,232275,2024-03-28 10:19:59.999,12466.24164273,1844,109799,5893.64813109,0
2024-03-28 10:20:00,186.493,186.500,185.687,185.838,177252,2024-03-28 10:24:59.999,9523.36646410,1571,86358,4638.78194352,0
2024-03-28 10:25:00,185.839,186.238,185.839,186.028,155561,2024-03-28 10:29:59.999,8361.89940205,1309,104147,5597.49444421,0
2024-03-28 10:30:00,186.023,186.587,185.995,186.441,54738,2024-03-28 10:34:59.999,2937.41484276,927,32830,1761.92997966,0
2024-03-28 10:35:00,186.441,186.441,185.890,186.027,64623,2024-03-28 10:39:59.999,3472.25458318,957,30108,1618.13522691,0
2024-03-28 10:40:00,186.026,186.489,186.015,186.428,46655,2024-03-28 10:44:59.999,2505.17045558,851,23409,1256.93066427,0
2024-03-28 10:45:00,186.428,186.717,186.173,186.340,104949,2024-03-28 10:49:59.999,5626.78013921,1517,57223,3067.98951774,0
2024-03-28 10:50:00,186.335,186.463,186.046,186.349,56256,2024-03-28 10:54:59.999,3020.80535321,828,27644,1484.58742754,0
2024-03-28 10:55:00,186.348,186.828,186.259,186.614,42038,2024-03-28 10:59:59.999,2252.91864752,992,22109,1184.98460416,0
2024-03-28 11:00:00,186.612,186.863,186.139,186.251,42292,2024-03-28 11:04:59.999,2268.73807686,953,20388,1093.70033743,0
2024-03-28 11:05:00,186.251,186.562,185.735,186.356,80966,2024-03-28 11:09:59.999,4350.57829925,1453,43180,2320.57371486,0
2024-03-28 11:10:00,186.352,186.832,186.336,186.487,54408,2024-03-28 11:14:59.999,2915.65213648,1042,32181,1724.83612547,0
2024-03-28 11:15:00,186.492,186.809,186.313,186.768,37955,2024-03-28 11:19:59.999,2034.44712160,773,18227,976.95228105,0
2024-03-28 11:20:00,186.759,187.240,186.686,186.686,96608,2024-03-28 11:24:59.999,5165.79991594,1427,48106,2572.14780297,0
2024-03-28 11:25:00,186.686,186.754,186.211,186.276,62487,2024-03-28 11:29:59.999,3351.62758747,1024,29720,1594.09195181,0
2024-03-28 11:30:00,186.276,186.472,186.044,186.096,44645,2024-03-28 11:34:59.999,2397.28545227,872,21271,1142.27671175,0
2024-03-28 11:35:00,186.093,186.093,185.355,185.424,108935,2024-03-28 11:39:59.999,5868.55810170,1735,53206,2866.70842530,0
2024-03-28 11:40:00,185.417,185.417,184.881,185.096,194970,2024-03-28 11:44:59.999,10534.64388623,2050,77810,4204.51569556,0
2024-03-28 11:45:00,185.096,185.620,184.914,185.324,68130,2024-03-28 11:49:59.999,3677.99841661,1176,39120,2111.85946354,0
2024-03-28 11:50:00,185.323,185.539,185.063,185.452,74492,2024-03-28 11:54:59.999,4019.04500618,1234,43373,2340.12610789,0
2024-03-28 11:55:00,185.439,185.650,185.314,185.497,55932,2024-03-28 11:59:59.999,3015.67063632,917,19445,1048.37256789,0
2024-03-28 12:00:00,185.497,186.049,185.349,185.936,65873,2024-03-28 12:04:59.999,3546.55257165,1147,30257,1629.40828756,0
2024-03-28 12:05:00,185.926,185.926,184.641,184.674,174182,2024-03-28 12:09:59.999,9407.70188900,2023,69994,3780.05761861,0
2024-03-28 12:10:00,184.680,184.939,184.380,184.691,125150,2024-03-28 12:14:59.999,6777.98515910,1503,64576,3496.96563646,0
2024-03-28 12:15:00,184.708,184.766,184.259,184.704,89614,2024-03-28 12:19:59.999,4857.36259115,1353,39977,2166.51752242,0
